puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
3604212,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",160741,1 
3604221,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",159561,1 
3604263,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",180543,1 
3604301,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 1--Williamsburg & Greenpoint,204125,1 
3604302,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 2--Downtown Brooklyn & Fort Greene,127650,1 
3604303,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 3--Bedford-Stuyvesant,173842,1 
3604304,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 4--Bushwick,120747,1 
3604305,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 5--East New York & Cypress Hills,201682,1 
3604306,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 6--Park Slope & Carroll Gardens,116586,1 
3604307,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace,133706,1 
3604308,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 8--Crown Heights (North),108805,1 
3604309,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 9--Crown Heights (South),100103,1 
3604310,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights,134319,1 
3604311,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach,198527,1 
3604312,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 12--Borough Park & Kensington,210432,1 
3604313,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 13--Coney Island & Brighton Beach,113451,1 
3604314,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 14--Flatbush & Midwood,162410,1 
3604315,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 15--Sheepshead Bay & Gravesend (East),163346,1 
3604316,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 16--Ocean Hill & Brownsville,102095,1 
3604317,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 17--East Flatbush,160243,1 
3604318,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Brooklyn Community District 18--Canarsie & Flatlands,204005,1 
3604401,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 1--Astoria & Queensbridge,193031,1 
3604402,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 2--Long Island City, Sunnyside, & Woodside",137718,1 
3604403,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 3--Jackson Heights & East Elmhurst,178855,1 
3604404,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 4--Elmhurst & Corona,181730,1 
3604405,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 5--Ridgewood, Maspeth, & Middle Village",179294,1 
3604406,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 6--Forest Hills & Rego Park,119706,1 
3604407,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 7--Flushing, Murray Hill, & Whitestone",270930,1 
3604408,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 8--Fresh Meadows, Hillcrest, & Briarwood",157986,1 
3604409,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 9--Kew Gardens, Richmond Hill, & Woodhaven",151876,1 
3604410,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 10--South Ozone Park & Howard Beach,130378,1 
3604411,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 11--Auburndale, Bayside, & Douglaston",122366,1 
3604412,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 12--Jamaica, St. Albans, & Hollis",257759,1 
3604413,35614,NY,"New York-Jersey City-White Plains, NY-NJ","NYC-Queens Community District 13--Queens Village, Bellerose, & Rosedale",199648,1 
3604414,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Queens Community District 14--The Rockaways,124187,1 
3604501,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 1--North Shore,189663,1 
3604502,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 2--Mid-Island,141591,1 
3604503,35614,NY,"New York-Jersey City-White Plains, NY-NJ",NYC-Staten Island Community District 3--South Shore,164493,1 
3700100,99999,NC,[not in any metro division],"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties",131842,1 
3700200,99999,NC,[not in any metro division],"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties",148216,1 
3700300,99999,NC,[not in any metro division],Rockingham & Stokes Counties,135616,1 
3700400,99999,NC,[not in any metro division],"Granville, Person & Caswell Counties",122825,1 
3700500,99999,NC,[not in any metro division],Franklin & Vance Counties,111151,1 
3700600,99999,NC,[not in any metro division],"Halifax, Hertford, Northampton & Warren Counties",106287,1 
3700700,99999,NC,[not in any metro division],Northeast Albemarle Sound Region,116214,1 
3700800,99999,NC,[not in any metro division],South & West Albemarle Sound & Outer Banks Regions,152645,1 
3700900,99999,NC,[not in any metro division],Nash & Edgecombe Counties--Rocky Mount City,143870,1 
3701001,99999,NC,[not in any metro division],"Wilson, Greene & Johnston (East) Counties--Wilson City",148614,1 
3701101,99999,NC,[not in any metro division],Johnston County (West),166620,1 
3701201,99999,NC,[not in any metro division],Raleigh City (South & Central),149142,1 
3701202,99999,NC,[not in any metro division],Raleigh City (North),139995,1 
3701203,99999,NC,[not in any metro division],"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns",136364,1 
3701204,99999,NC,[not in any metro division],"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns",138612,1 
3701205,99999,NC,[not in any metro division],Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns,132443,1 
3701206,99999,NC,[not in any metro division],Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town,137026,1 
3701207,99999,NC,[not in any metro division],Wake County (West Central)--Cary Town,139671,1 
3701208,99999,NC,[not in any metro division],Wake County (Southwest)--Apex & Holly Springs Towns,156157,1 
3701301,99999,NC,[not in any metro division],Durham County (South)--Durham City (South),178198,1 
3701302,99999,NC,[not in any metro division],Durham County (North)--Durham City (North),146635,1 
3701400,99999,NC,[not in any metro division],Orange County--Chapel Hill Town,148696,1 
3701500,99999,NC,[not in any metro division],Chatham & Lee Counties,139570,1 
3701600,99999,NC,[not in any metro division],Alamance County--Burlington City,171415,1 
3701701,99999,NC,[not in any metro division],Greensboro City (North),138383,1 
3701702,99999,NC,[not in any metro division],Greensboro City (South),121736,1 
3701703,99999,NC,[not in any metro division],Guilford County (North)--Summerfield Town,138684,1 
3701704,99999,NC,[not in any metro division],Guilford County (South)--High Point City,142496,1 
3701801,99999,NC,[not in any metro division],Winston-Salem City (North),110407,1 
3701802,99999,NC,[not in any metro division],Winston-Salem City (South),131768,1 
3701803,99999,NC,[not in any metro division],Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village,140415,1 
3701900,99999,NC,[not in any metro division],"Davie, Yadkin & Iredell (North) Counties",105012,1 
3702000,99999,NC,[not in any metro division],Caldwell & Alexander Counties,117096,1 
3702100,99999,NC,[not in any metro division],Burke & McDowell Counties,132148,1 
3702201,99999,NC,[not in any metro division],Buncombe County (Southeast)--Asheville City,135734,1 
3702202,99999,NC,[not in any metro division],Buncombe County (Northwest),133718,1 
3702300,99999,NC,[not in any metro division],"Haywood, Madison, Swain, Graham & Jackson (North) Counties",105429,1 
3702400,99999,NC,[not in any metro division],"Jackson (South), Macon, Cherokee & Clay Counties",119986,1 
3702500,99999,NC,[not in any metro division],Henderson & Transylvania Counties,149267,1 
3702600,99999,NC,[not in any metro division],"Rutherford, Cleveland (West) & Polk Counties--Shelby City",134839,1 
3702700,99999,NC,[not in any metro division],Lincoln & Cleveland (East) Counties,135262,1 
3702800,99999,NC,[not in any metro division],Catawba County--Hickory City,160610,1 
3702900,99999,NC,[not in any metro division],Iredell (South)--Mooresville Town & Statesville City,161607,1 
3703001,99999,NC,[not in any metro division],Gaston County (Northwest)--Mount Holly City,107816,1 
3703002,99999,NC,[not in any metro division],Gaston County (Southeast)--Gastonia & Belmont Cities,120127,1 
3703101,99999,NC,[not in any metro division],Charlotte City (Central),128081,1 
3703102,99999,NC,[not in any metro division],Charlotte City (Northwest),130264,1 
3703103,99999,NC,[not in any metro division],Charlotte City (Northeast),123675,1 
3703104,99999,NC,[not in any metro division],Charlotte City (South),157590,1 
3703105,99999,NC,[not in any metro division],Charlotte City (Southwest),120328,1 
3703106,99999,NC,[not in any metro division],"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns",176108,1 
3703107,99999,NC,[not in any metro division],Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,134831,1 
3703108,99999,NC,[not in any metro division],Mecklenburg County (South)--Matthews Town (South),144605,1 
3703200,99999,NC,[not in any metro division],"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town",168013,1 
3703300,99999,NC,[not in any metro division],Stanly & Cabarrus (East) Counties,120295,1 
3703400,99999,NC,[not in any metro division],Rowan County,146875,1 
3703500,99999,NC,[not in any metro division],Davidson County,168930,1 
3703600,99999,NC,[not in any metro division],Randolph County,144171,1 
3703700,99999,NC,[not in any metro division],Moore & Montgomery Counties,125478,1 
3703800,99999,NC,[not in any metro division],Harnett County,133568,1 
3703900,99999,NC,[not in any metro division],Sampson & Duplin Counties,107751,1 
3704000,99999,NC,[not in any metro division],Wayne County,117333,1 
3704101,99999,NC,[not in any metro division],"Lenoir, Onslow (North) & Jones Counties",111257,1 
3704200,99999,NC,[not in any metro division],Pitt County--Greenville City,170243,1 
3704300,99999,NC,[not in any metro division],Craven & Carteret Counties,168406,1 
3704501,99999,NC,[not in any metro division],Onslow County (South)--Jacksonville City,157613,1 
3704601,99999,NC,[not in any metro division],Pender & New Hanover (North) Counties,118807,1 
3704701,99999,NC,[not in any metro division],New Hanover County (South)--Wilmington City,167098,1 
3704800,99999,NC,[not in any metro division],Brunswick County,136693,1 
3704900,99999,NC,[not in any metro division],"Columbus, Bladen & Robeson Counties",196759,1 
3705001,99999,NC,[not in any metro division],Cumberland County (Central)--Fayetteville City (Central & East),108866,1 
3705002,99999,NC,[not in any metro division],Cumberland County (East)--Hope Mills & Spring Lake Towns,115389,1 
3705003,99999,NC,[not in any metro division],Cumberland County (West)--Fayetteville City (West),110473,1 
3705200,99999,NC,[not in any metro division],"Hoke, Richmond & Scotland Counties",129202,1 
3705301,99999,NC,[not in any metro division],Union (East) & Anson Counties--Monroe City,115838,1 
3705401,99999,NC,[not in any metro division],Union County (West)--Indian Trail & Stallings Towns,144484,1 
3800100,99999,ND,[not in any metro division],West North Dakota--Dickinson & Williston Cities,112858,1 
3800200,99999,ND,[not in any metro division],North Central North Dakota--Minot City,117198,1 
3800300,99999,ND,[not in any metro division],Bismarck & Mandan Cities,131749,1 
3800400,99999,ND,[not in any metro division],East Central North Dakota--Jamestown City,114068,1 
3800500,99999,ND,[not in any metro division],Northeast North Dakota--Grand Forks City,118696,1 
3800600,99999,ND,[not in any metro division],Cass County--Fargo City,184525,1 
3900100,99999,OH,[not in any metro division],"Mercer, Defiance, Williams, Van Wert & Paulding Counties",165653,1 
3900200,99999,OH,[not in any metro division],"Fulton, Putnam & Henry Counties",104826,1 
3900301,99999,OH,[not in any metro division],Lucas County (West)--Sylvania & Maumee Cities,138675,1 
3900302,99999,OH,[not in any metro division],Toledo City (West),156151,1 
3900303,99999,OH,[not in any metro division],Toledo City (Central),113519,1 
3900401,99999,OH,[not in any metro division],"Sandusky, Ottawa & Lucas (East) Counties--Oregon City",122194,1 
3900500,99999,OH,[not in any metro division],Erie & Huron Counties,134187,1 
3900601,99999,OH,[not in any metro division],Lorain County (North)--Lorain & Elyria Cities,133254,1 
3900602,99999,OH,[not in any metro division],"Lorain County (South)--North Ridgeville, Avon Lake & Avon Cities",179710,1 
3900701,99999,OH,[not in any metro division],"Cuyahoga County--Westlake, North Olmsted Cities & Bay Village",105921,1 
3900702,99999,OH,[not in any metro division],"Cuyahoga County (West)--Lakewood, Rocky River, Brook Park & Berea Cities",143132,1 
3900703,99999,OH,[not in any metro division],Cleveland City (West),106275,1 
3900704,99999,OH,[not in any metro division],"Cuyahoga County (South Central)--Parma, Parma Heights & Seven Hills Cities",125088,1 
3900705,99999,OH,[not in any metro division],"Cuyahoga County (South)--Strongsville, North Royalton & Broadview Heights Cities",118968,1 
3900706,99999,OH,[not in any metro division],"Cuyahoga County (Southeast)--Garfield Heights, Maple Heights & Bedford Cities",105506,1 
3900707,99999,OH,[not in any metro division],Cleveland City (Central),116999,1 
3900708,99999,OH,[not in any metro division],Cleveland City (East) & Bratenahl Village,150888,1 
3900709,99999,OH,[not in any metro division],"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities",144593,1 
3900710,99999,OH,[not in any metro division],"Cuyahoga County (East)--Shaker Heights, Solon, Mayfield Heights & Lyndhurst Cities",147447,1 
3900801,99999,OH,[not in any metro division],"Lake County (West)--Willoughby, Eastlake, Willowick & Wickliffe Cities",106775,1 
3900802,99999,OH,[not in any metro division],Lake County (East)--Mentor & Painesville Cities,125828,1 
3900900,99999,OH,[not in any metro division],Ashtabula & Geauga Counties,192971,1 
3901001,99999,OH,[not in any metro division],Trumbull (Outside Warren City) & Mahoning (Outside Youngstown City) Counties,129720,1 
3901002,99999,OH,[not in any metro division],Trumbull County (South Central)--Warren & Niles Cities,112758,1 
