puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
5110901,99999,VA,[not in any metro division],Thomas Jefferson Planning District Commission (South & East),57103,1 
5112100,99999,VA,[not in any metro division],New River Valley Planning District Commission,80782,1 
5114300,99999,VA,[not in any metro division],West Piedmont Planning District Commission,94097,1 
5114501,99999,VA,[not in any metro division],"Goochland, Powhatan & Western Hanover Counties",43872,1 
5114900,99999,VA,[not in any metro division],Crater Planning District Commission,76436,1 
5115301,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Prince William County (North & West)--Linton Hall & Gainesville,44694,1 
5115302,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Prince William County (Northeast),54123,1 
5115303,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Prince William County (East),35385,1 
5116101,99999,VA,[not in any metro division],Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities),94968,1 
5116500,99999,VA,[not in any metro division],Central Shenandoah Planning District Commission (Northeast),54062,1 
5117100,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Northern Shenandoah Valley Regional Commission (South),16739,1 
5117100,99999,VA,[not in any metro division],Northern Shenandoah Valley Regional Commission (South),32887,1 
5117700,11694,VA,"Arlington-Alexandria-Reston, VA-WV",George Washington Regional Commission (South),52250,1 
5117700,99999,VA,[not in any metro division],George Washington Regional Commission (South),22737,1 
5117900,11694,VA,"Arlington-Alexandria-Reston, VA-WV",George Washington Regional Commission (North),64968,1 
5118500,99999,VA,[not in any metro division],LENOWISCO & Cumberland Plateau Planning District Commissions,91413,1 
5119100,99999,VA,[not in any metro division],Mount Rogers Planning District Commission,95040,1 
5151000,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Alexandria City,80479,1 
5154001,99999,VA,[not in any metro division],Thomas Jefferson Planning District Commission (North),58552,1 
5155001,99999,VA,[not in any metro division],Chesapeake City (Northeast),46322,1 
5155002,99999,VA,[not in any metro division],Chesapeake City (South & West),43705,1 
5160001,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Fairfax County (Central)--Fairfax City & Burke,54239,1 
5161001,11694,VA,"Arlington-Alexandria-Reston, VA-WV",Fairfax County (Northeast)--McLean & Idylwood,48015,1 
5165000,99999,VA,[not in any metro division],Hampton City,62444,1 
5168000,99999,VA,[not in any metro division],Virginias Region 2000 (South)--Campbell County & Lynchburg City,58892,1 
5168701,11694,VA,"Arlington-Alexandria-Reston, VA-WV","Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley",44213,1 
5170000,99999,VA,[not in any metro division],Newport News City,81901,1 
5171001,99999,VA,[not in any metro division],Norfolk City (North),41983,1 
5171002,99999,VA,[not in any metro division],Norfolk City (South),59403,1 
5174001,99999,VA,[not in any metro division],Portsmouth & Northern Chesapeake Cities,47966,1 
5176001,99999,VA,[not in any metro division],Richmond City (North & West),58803,1 
5176002,99999,VA,[not in any metro division],Richmond City (South & East),53160,1 
5177001,99999,VA,[not in any metro division],"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town)",63619,1 
5180000,99999,VA,[not in any metro division],"Isle of Wight, Southampton Counties, Suffolk & Franklin Cities",66415,1 
5181001,99999,VA,[not in any metro division],Virginia Beach City (North),65814,1 
5181002,99999,VA,[not in any metro division],Virginia Beach City (Central),71699,1 
5181003,99999,VA,[not in any metro division],Virginia Beach City (South),52546,1 
5320501,99999,WA,[not in any metro division],"Walla Walla, Benton (Outer) & Franklin (Outer) Counties",42541,1 
5320502,99999,WA,[not in any metro division],Benton County (East Central)--Kennewick & Richland (South) Cities,47725,1 
5320503,99999,WA,[not in any metro division],"Franklin & Benton Counties--Pasco, Richland (North) & West Richland Cities",44521,1 
5320700,99999,WA,[not in any metro division],Chelan & Douglas Counties,54585,1 
5320900,99999,WA,[not in any metro division],Clallam & Jefferson Counties,57017,1 
5321101,99999,WA,[not in any metro division],Clark County (North)--Battle Ground City & Orchards,47466,1 
5321102,99999,WA,[not in any metro division],"Clark County (Southeast)--Vancouver (East), Camas & Washougal Cities",44752,1 
5321103,99999,WA,[not in any metro division],Clark County (Southwest)--Vancouver City (West & Central),52590,1 
5321104,99999,WA,[not in any metro division],Clark County (West Central)--Salmon Creek & Hazel Dell,50228,1 
5321500,99999,WA,[not in any metro division],"Cowlitz, Pacific, & Wahkiakum Counties",63647,1 
5322500,99999,WA,[not in any metro division],Grant & Kittitas Counties,62378,1 
5322700,99999,WA,[not in any metro division],Grays Harbor & Mason Counties,69327,1 
5322900,99999,WA,[not in any metro division],Island & San Juan Counties,55694,1 
5323301,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities",53296,1 
5323302,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",45858,1 
5323303,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Northwest)--Redmond, Kirkland Cities, Ingelwood & Finn Hill",69127,1 
5323304,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Northwest Central)--Greater Bellevue City,65891,1 
5323305,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",60117,1 
5323306,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",46789,1 
5323307,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Southwest)--Auburn City & Lakeland,45340,1 
5323308,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",53275,1 
5323309,42644,WA,"Seattle-Bellevue-Kent, WA",King County (Southwest Central)--Kent City,49367,1 
5323310,42644,WA,"Seattle-Bellevue-Kent, WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",57325,1 
5323311,42644,WA,"Seattle-Bellevue-Kent, WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",54546,1 
5323312,42644,WA,"Seattle-Bellevue-Kent, WA",Seatle City (West Seattle-Industrial),49440,1 
5323313,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Southeast),39564,1 
5323314,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Central),60883,1 
5323315,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Lake Union-Downtown),65213,1 
5323316,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Northwest),51456,1 
5323317,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (Northeast),49584,1 
5323318,42644,WA,"Seattle-Bellevue-Kent, WA",Seattle City (North),52163,1 
5323501,99999,WA,[not in any metro division],Kitsap County (North)--Bainbridge Island City & Silverdale,55405,1 
5323502,99999,WA,[not in any metro division],Kitsap County (South)--Bremerton & Port Orchard Cities,57843,1 
5324100,99999,WA,[not in any metro division],"Lewis, Klickitat & Skamania Counties",51741,1 
5325301,45104,WA,"Tacoma-Lakewood, WA",Tacoma City (North),52845,1 
5325302,45104,WA,"Tacoma-Lakewood, WA",Tacoma City (South),38570,1 
5325303,45104,WA,"Tacoma-Lakewood, WA","Pierce County (North Central)--Bonney Lake, Edgewood, Fife & Sumner Cities",40122,1 
5325304,45104,WA,"Tacoma-Lakewood, WA","Pierce County (Southeast)--Graham, Elk Plain & Prairie Ridge",46738,1 
5325305,45104,WA,"Tacoma-Lakewood, WA",Pierce County (East Central)--Puyallup City & South Hill,52016,1 
5325306,45104,WA,"Tacoma-Lakewood, WA",Pierce County (South Central)--Parkland & Spanaway,39445,1 
5325307,45104,WA,"Tacoma-Lakewood, WA",Pierce County (West Central)--Lakewood & University Place Cities,46786,1 
5325308,45104,WA,"Tacoma-Lakewood, WA",Pierce County (Northwest)--Peninsula Region & JBLM,42967,1 
5325701,99999,WA,[not in any metro division],Skagit County,55744,1 
5326101,21794,WA,"Everett, WA",Snohomish County (North)--Marysville & Arlington Cities,58562,1 
5326102,21794,WA,"Everett, WA",Snohomish County (Central & Southeast)--Lake Stevens & Monroe Cities,53567,1 
5326103,21794,WA,"Everett, WA","Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs",51687,1 
5326104,21794,WA,"Everett, WA","Snohomish County (Southwest)--Edmonds, Lynnwood & Mountlake Terrace Cities",52344,1 
5326105,21794,WA,"Everett, WA",Snohomish County (West Central)--Mukilteo & Martha Lake,42037,1 
5326106,21794,WA,"Everett, WA",Snohomish County (Central)--Everett City & Eastmont,63326,1 
5326301,99999,WA,[not in any metro division],Spokane County (Outer)--Cheney City,44772,1 
5326302,99999,WA,[not in any metro division],Spokane County (East Central)--Greater Spokane Valley City,60903,1 
5326303,99999,WA,[not in any metro division],Spokane County (South Central)--Spokane City (South),61994,1 
5326304,99999,WA,[not in any metro division],Spokane County (North Central)--Spokane City (North),56350,1 
5326500,99999,WA,[not in any metro division],"Stevens, Okanogan, Pend Oreille & Ferry Counties",55959,1 
5326701,99999,WA,[not in any metro division],Thurston County (Outer),45651,1 
5326702,99999,WA,[not in any metro division],"Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",75787,1 
5327301,99999,WA,[not in any metro division],"Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",49501,1 
5327302,99999,WA,[not in any metro division],Whatcom County (South)--Greater Bellingham City,50563,1 
5327500,99999,WA,[not in any metro division],"Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",46807,1 
5327701,99999,WA,[not in any metro division],Yakima County (Outer)--Sunnyside & Grandview Cities,40800,1 
5327702,99999,WA,[not in any metro division],Yakima County (Central)--Greater Yakima City,49704,1 
5400100,99999,WV,[not in any metro division],"Ohio, Marshall, Hancock, Brooke Counties",60858,1 
5400200,99999,WV,[not in any metro division],"Wood, Wetzel, Ritchie, Tyler, Doddridge, Pleasants, Wirt Counties",64971,1 
5400300,99999,WV,[not in any metro division],"Monongalia, Marion, Preston Counties",91335,1 
5400400,11694,WV,"Arlington-Alexandria-Reston, VA-WV","Berkeley, Jefferson Counties",23762,1 
5400400,99999,WV,[not in any metro division],"Berkeley, Jefferson Counties",50868,1 
5400500,99999,WV,[not in any metro division],"Mineral, Hampshire, Morgan, Hardy, Grant, Tucker, Pendleton Counties",55981,1 
5400600,99999,WV,[not in any metro division],"Harrison, Randolph, Upshur, Lewis, Taylor, Barbour Counties",77452,1 
5400700,99999,WV,[not in any metro division],"Jackson, Nicholas, Roane, Braxton, Clay, Gilmer, Calhoun Counties",48964,1 
5400800,99999,WV,[not in any metro division],"Cabell, Putnam, Mason Counties",83073,1 
5400900,99999,WV,[not in any metro division],Kanawha County,90294,1 
5401000,99999,WV,[not in any metro division],"Raleigh, Fayette Counties",53670,1 
5401100,99999,WV,[not in any metro division],"Mercer, Greenbrier, Monroe, Summers, Webster, Pocahontas Counties",71052,1 
5401200,99999,WV,[not in any metro division],"Wayne, Logan, Mingo, Boone, Wyoming, Lincoln, McDowell Counties",83355,1 
5500100,99999,WI,[not in any metro division],Northwest Wisconsin Counties,123623,1 
5500200,99999,WI,[not in any metro division],"Oneida, Lincoln, Vilas, Langlade & Forest Counties",91727,1 
5500300,99999,WI,[not in any metro division],"Marinette, Shawano, Oconto, Florence & Menominee Counties",80043,1 
5500400,99999,WI,[not in any metro division],Outagamie County,79131,1 
5500501,99999,WI,[not in any metro division],Brown County--City of Green Bay,46162,1 
5500502,99999,WI,[not in any metro division],Brown County--Outer Ring of Green Bay City,66746,1 
5500600,99999,WI,[not in any metro division],"Manitowoc, Door & Kewaunee Counties",70823,1 
5500700,99999,WI,[not in any metro division],Sheboygan County,52303,1 
5500800,99999,WI,[not in any metro division],Fond du Lac & Calumet Counties,67251,1 
5500900,99999,WI,[not in any metro division],Winnebago County,76046,1 
5501000,99999,WI,[not in any metro division],"Waupaca, Waushara, Green Lake & Marquette Counties",60596,1 
5501100,99999,WI,[not in any metro division],"Wood, Portage & Adams Counties",82389,1 
5501200,99999,WI,[not in any metro division],Marathon County,59828,1 
5501300,99999,WI,[not in any metro division],"Barron, Polk, Clark & Chippewa (Eastern, North & NW Towns) Counties",76145,1 
5501400,99999,WI,[not in any metro division],Eau Claire County & SW Chippewa County,60172,1 
5501500,99999,WI,[not in any metro division],St. Croix & Dunn Counties,56062,1 
5501600,99999,WI,[not in any metro division],"Pierce, Trempealeau, Jackson, Buffalo & Pepin Counties",49742,1 
5501700,99999,WI,[not in any metro division],La Crosse County,52774,1 
5501800,99999,WI,[not in any metro division],"Monroe, Vernon, Juneau & Crawford Counties",56681,1 
5501900,99999,WI,[not in any metro division],"Grant, Green, Iowa, Richland & Lafayette Counties",64919,1 
5502000,99999,WI,[not in any metro division],Sauk & Columbia Counties,57349,1 
5502101,99999,WI,[not in any metro division],Dane County--City of Madison (Central),49206,1 
5502102,99999,WI,[not in any metro division],"Dane County--Cities of Madison/Middleton/Monona, Villages of Shorewood/Maple Bluff",60749,1 
5502103,99999,WI,[not in any metro division],Dane County--Cities of Fitchburg & Verona and other near-S/SW/W/NW suburban MCDs,47641,1 
5502104,99999,WI,[not in any metro division],"Dane County--Sun Prairie, Waunakee, McFarland & other near-N/NE/E/SE suburban MCDs",42664,1 
5502105,99999,WI,[not in any metro division],Dane County--Rural & Outlying MCDs,48535,1 
5502200,99999,WI,[not in any metro division],Rock County,70068,1 
5502300,99999,WI,[not in any metro division],Dodge & Jefferson Counties,74499,1 
5502400,99999,WI,[not in any metro division],Walworth County,53146,1 
5502501,99999,WI,[not in any metro division],"Waukesha County--West and South Cities, Towns and Villages",48940,1 
5502502,99999,WI,[not in any metro division],"Waukesha County--Waukesha, Pewaukee, Sussex Area",54120,1 
5502503,99999,WI,[not in any metro division],"Waukesha County--Brookfield, New Berlin, Menomonee Falls, Muskego, Elm Grove & Butler PU",69117,1 
5502600,99999,WI,[not in any metro division],Washington & Ozaukee Counties,97397,1 
5502801,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee Northwest,42976,1 
5502802,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee East Side & Northern Suburbs,60559,1 
5502803,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee Central,48205,1 
5502804,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee North Central,45998,1 
5502805,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee South Central,39957,1 
5502806,99999,WI,[not in any metro division],Milwaukee County--City of Milwaukee South,50706,1 
