puma22,cd118,stab,PUMA22name,hus20,afact
1601300,1602,ID,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",52800,1 
1700100,1715,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",53613,0.8169 
1700100,1717,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",12013,0.1831 
1700701,1711,IL,Winnebago (Northeast) & Boone Counties,10160,0.1753 
1700701,1716,IL,Winnebago (Northeast) & Boone Counties,43732,0.7547 
1700701,1717,IL,Winnebago (Northeast) & Boone Counties,4054,0.07 
1701901,1713,IL,Champaign County (Southwest)--Champaign & Urbana Cities,69382,0.8854 
1701901,1715,IL,Champaign County (Southwest)--Champaign & Urbana Cities,8982,0.1146 
1701902,1702,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",55332,0.8118 
1701902,1715,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",11343,0.1664 
1701902,1716,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",1487,0.0218 
1702900,1712,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",25988,0.4333 
1702900,1715,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",33982,0.5666 
1703101,1705,IL,Cook County (Northwest)--Palatine & Barrington Townships,27008,0.5132 
1703101,1708,IL,Cook County (Northwest)--Palatine & Barrington Townships,25615,0.4868 
1703102,1703,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,17921,0.4067 
1703102,1708,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,26142,0.5933 
1703103,1708,IL,Cook County (Northwest)--Schaumburg Township (South & East),43590,1 
1703104,1703,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,5074,0.096 
1703104,1705,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,21517,0.4073 
1703104,1708,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,26237,0.4966 
1703105,1705,IL,Cook County (North)--Wheeling Township (North & East),13550,0.2538 
1703105,1708,IL,Cook County (North)--Wheeling Township (North & East),957,0.0179 
1703105,1709,IL,Cook County (North)--Wheeling Township (North & East),25673,0.4808 
1703105,1710,IL,Cook County (North)--Wheeling Township (North & East),13213,0.2475 
1703106,1705,IL,Cook County (Northeast)--Northfield & New Trier Townships,2161,0.0372 
1703106,1709,IL,Cook County (Northeast)--Northfield & New Trier Townships,27833,0.4788 
1703106,1710,IL,Cook County (Northeast)--Northfield & New Trier Townships,28140,0.4841 
1703107,1705,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,17,0.0003 
1703107,1709,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,64019,0.9997 
1703108,1703,IL,Cook County (North)--Maine & Niles (West) Townships,953,0.0139 
1703108,1705,IL,Cook County (North)--Maine & Niles (West) Townships,23704,0.345 
1703108,1708,IL,Cook County (North)--Maine & Niles (West) Townships,15357,0.2235 
1703108,1709,IL,Cook County (North)--Maine & Niles (West) Townships,28699,0.4177 
1703109,1703,IL,Cook County (West)--Leyden & Norwood Park Townships,16248,0.3454 
1703109,1704,IL,Cook County (West)--Leyden & Norwood Park Townships,13442,0.2858 
1703109,1705,IL,Cook County (West)--Leyden & Norwood Park Townships,14534,0.309 
1703109,1707,IL,Cook County (West)--Leyden & Norwood Park Townships,1117,0.0237 
1703109,1708,IL,Cook County (West)--Leyden & Norwood Park Townships,1694,0.036 
1703110,1704,IL,Cook County (West)--Proviso Township (North & West),12037,0.2854 
1703110,1707,IL,Cook County (West)--Proviso Township (North & West),30132,0.7146 
1703111,1704,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",15098,0.2771 
1703111,1706,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",192,0.0035 
1703111,1707,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",39195,0.7194 
1703112,1704,IL,Cook County (Central)--Cicero & Berwyn Townships,46873,1 
1703113,1704,IL,Cook County (West)--Lyons & Stickney Townships,31097,0.5286 
1703113,1706,IL,Cook County (West)--Lyons & Stickney Townships,27732,0.4714 
1703114,1701,IL,Cook County (South Central)--Worth & Calumet Townships,14992,0.213 
1703114,1702,IL,Cook County (South Central)--Worth & Calumet Townships,3485,0.0495 
1703114,1704,IL,Cook County (South Central)--Worth & Calumet Townships,1372,0.0195 
1703114,1706,IL,Cook County (South Central)--Worth & Calumet Townships,50520,0.7179 
1703115,1701,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",8813,0.163 
1703115,1706,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",40884,0.7563 
1703115,1711,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",4362,0.0807 
1703116,1701,IL,Cook County (South Central)--Bremen & Orland (East) Townships,17224,0.2932 
1703116,1702,IL,Cook County (South Central)--Bremen & Orland (East) Townships,10207,0.1738 
1703116,1706,IL,Cook County (South Central)--Bremen & Orland (East) Townships,31313,0.533 
1703117,1701,IL,Cook County (Southeast)--Thornton Township,2011,0.03 
1703117,1702,IL,Cook County (Southeast)--Thornton Township,64927,0.97 
1703118,1701,IL,Cook County (South)--Bloom & Rich Townships,1631,0.0248 
1703118,1702,IL,Cook County (South)--Bloom & Rich Townships,64148,0.9752 
1703151,1703,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",17039,0.2845 
1703151,1705,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",34346,0.5736 
1703151,1708,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",5234,0.0874 
1703151,1709,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",3262,0.0545 
1703152,1703,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",184,0.0028 
1703152,1705,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",36073,0.5583 
1703152,1709,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",28359,0.4389 
1703153,1705,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",2833,0.0293 
1703153,1709,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",93933,0.9707 
1703154,1705,IL,Chicago City (North)--Lake View & Lincoln Park,94653,0.9412 
1703154,1707,IL,Chicago City (North)--Lake View & Lincoln Park,1469,0.0146 
1703154,1709,IL,Chicago City (North)--Lake View & Lincoln Park,4447,0.0442 
1703155,1703,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",59863,0.8073 
1703155,1705,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",14291,0.1927 
1703156,1703,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",34532,0.6552 
1703156,1705,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",18171,0.3448 
1703157,1703,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",54068,0.9093 
1703157,1707,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",5395,0.0907 
1703158,1703,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",2148,0.0301 
1703158,1707,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",69259,0.9699 
1703159,1703,IL,Chicago City (West)--West Town & Near West Side,10019,0.1207 
1703159,1705,IL,Chicago City (West)--West Town & Near West Side,8691,0.1047 
1703159,1707,IL,Chicago City (West)--West Town & Near West Side,64284,0.7746 
1703160,1701,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",2442,0.0198 
1703160,1705,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",32023,0.2595 
1703160,1707,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",88941,0.7207 
1703161,1701,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",45179,0.5898 
1703161,1702,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",15850,0.2069 
1703161,1707,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",15567,0.2032 
1703162,1701,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",9,0.0002 
1703162,1704,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",36310,0.6226 
1703162,1707,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",21999,0.3772 
1703163,1704,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",46708,0.9776 
1703163,1707,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",1072,0.0224 
1703164,1701,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",8984,0.1631 
1703164,1704,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",33830,0.6142 
1703164,1706,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",12264,0.2227 
1703165,1701,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",22301,0.3736 
1703165,1704,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",6113,0.1024 
1703165,1707,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",31281,0.524 
1703166,1701,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",41530,0.7497 
1703166,1706,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",13863,0.2503 
1703167,1701,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",49330,0.776 
1703167,1702,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",14237,0.224 
1703168,1701,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",21691,0.362 
1703168,1702,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",38229,0.638 
1703700,1711,IL,DeKalb & Ogle Counties,3642,0.057 
1703700,1714,IL,DeKalb & Ogle Counties,36145,0.5653 
1703700,1716,IL,DeKalb & Ogle Counties,24156,0.3778 
1704301,1703,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",24280,0.3932 
1704301,1708,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",37468,0.6068 
1704302,1703,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,17911,0.4092 
1704302,1706,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,5299,0.1211 
1704302,1708,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,20557,0.4697 
1704303,1703,IL,DuPage County (East Central)--York Township,412,0.0077 
1704303,1704,IL,DuPage County (East Central)--York Township,7822,0.1461 
1704303,1706,IL,DuPage County (East Central)--York Township,45309,0.8462 
1704304,1703,IL,DuPage County (Central)--Milton Township,21533,0.4656 
1704304,1706,IL,DuPage County (Central)--Milton Township,20754,0.4488 
1704304,1708,IL,DuPage County (Central)--Milton Township,3956,0.0855 
1704305,1703,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,4636,0.0949 
1704305,1711,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,44225,0.9051 
1704306,1706,IL,DuPage County (South Central)--Lisle Township,12847,0.2629 
1704306,1711,IL,DuPage County (South Central)--Lisle Township,36028,0.7371 
1704307,1704,IL,DuPage County (Southeast)--Downers Grove Township,6299,0.1017 
1704307,1706,IL,DuPage County (Southeast)--Downers Grove Township,48492,0.783 
1704307,1711,IL,DuPage County (Southeast)--Downers Grove Township,7142,0.1153 
1704900,1712,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",47009,0.8419 
1704900,1715,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",8829,0.1581 
1707300,1715,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",24870,0.3946 
1707300,1716,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",11908,0.1889 
1707300,1717,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",26244,0.4164 
1708901,1708,IL,Kane County (West),13237,0.269 
1708901,1711,IL,Kane County (West),27773,0.5645 
1708901,1714,IL,Kane County (West),8190,0.1665 
1708902,1708,IL,Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,49066,1 
1708903,1708,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",21745,0.4745 
1708903,1711,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",24083,0.5255 
1708904,1711,IL,Kane County (Southeast)--Aurora Township,30060,0.6768 
1708904,1714,IL,Kane County (Southeast)--Aurora Township,14356,0.3232 
1709100,1701,IL,Kankakee & Grundy Counties,15305,0.2303 
1709100,1702,IL,Kankakee & Grundy Counties,29965,0.451 
1709100,1716,IL,Kankakee & Grundy Counties,21174,0.3187 
1709300,1714,IL,Kendall County,45008,1 
1709500,1714,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",7341,0.1102 
1709500,1716,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",35432,0.5321 
1709500,1717,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",23817,0.3577 
1709701,1710,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",60535,0.9779 
1709701,1711,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",1366,0.0221 
1709702,1710,IL,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",51233,1 
1709703,1710,IL,"Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",57164,1 
1709704,1705,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",15325,0.3378 
1709704,1709,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",11988,0.2642 
1709704,1710,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",10782,0.2376 
1709704,1711,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",7277,0.1604 
1709705,1705,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",385,0.0072 
1709705,1709,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",4599,0.0856 
1709705,1710,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",48724,0.9072 
1709900,1702,IL,LaSalle & Livingston Counties,12355,0.188 
1709900,1714,IL,LaSalle & Livingston Counties,39161,0.5958 
1709900,1716,IL,LaSalle & Livingston Counties,14216,0.2163 
1711101,1710,IL,"McHenry County (North, West & Central)",7664,0.149 
1711101,1711,IL,"McHenry County (North, West & Central)",38233,0.7432 
1711101,1716,IL,"McHenry County (North, West & Central)",5547,0.1078 
1711102,1709,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",33960,0.4975 
1711102,1710,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",10191,0.1493 
1711102,1711,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",24113,0.3532 
1711300,1716,IL,McLean County--Bloomington City & Normal Town,35781,0.478 
1711300,1717,IL,McLean County--Bloomington City & Normal Town,39074,0.522 
1711500,1713,IL,Macon & Christian Counties--Decatur City,26560,0.4092 
1711500,1715,IL,Macon & Christian Counties--Decatur City,38351,0.5908 
1711700,1713,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",21023,0.3394 
1711700,1715,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",40916,0.6606 
1711901,1713,IL,Madison County (West),55187,0.8441 
1711901,1715,IL,Madison County (West),10189,0.1559 
1711902,1713,IL,Madison County (East),28114,0.5284 
1711902,1715,IL,Madison County (East),25089,0.4716 
1712100,1712,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",69327,0.91 
1712100,1715,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",6858,0.09 
1713500,1713,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",4551,0.0747 
1713500,1715,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",56378,0.9253 
1714300,1716,IL,Peoria County--Peoria City,25981,0.3054 
1714300,1717,IL,Peoria County--Peoria City,59093,0.6946 
1716100,1717,IL,Rock Island County,66729,1 
1716301,1712,IL,St. Clair County (Northwest),6194,0.0807 
1716301,1713,IL,St. Clair County (Northwest),70515,0.9193 
1716302,1712,IL,St. Clair (South & East) & Monroe Counties,45542,0.8687 
1716302,1713,IL,St. Clair (South & East) & Monroe Counties,6884,0.1313 
1716500,1712,IL,"South & Southeast Illinois--Saline, Union & Massac Counties",63572,1 
1716700,1713,IL,Sangamon County--Springfield City,71984,0.7742 
1716700,1715,IL,Sangamon County--Springfield City,20998,0.2258 
1717900,1716,IL,Tazewell County,53934,0.9212 
1717900,1717,IL,Tazewell County,4616,0.0788 
1719500,1716,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",33715,0.4024 
1719500,1717,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",50061,0.5976 
